brand,category,product_name,avg_price,min_price,max_price,price_std,product_count
kenwood,appliances,blender,196.56,196.56,196.56,0.0,3
kenwood,appliances,coffee_machine,333.97,236.43,464.02,121.65,7
kenwood,appliances,kettle,62.33,62.33,62.33,0.0,3
kenwood,appliances,meat_grinder,272.01,243.51,279.13,15.02,10
kenwood,auto,player,128.35,46.78,377.22,82.35,2452
kenwood,electronics,acoustic,48.28,19.22,66.76,14.26,183
kingston,computers,hdd,60.89,34.24,400.49,35.22,126
kitfort,appliances,blender,106.57,28.17,243.83,57.52,152
kitfort,appliances,coffee_grinder,40.09,26.35,40.63,2.59,68
kitfort,appliances,coffee_machine,72.49,34.65,167.62,39.39,343
kitfort,appliances,fryer,50.64,31.11,83.49,12.82,254
kitfort,appliances,grill,110.46,36.27,207.3,39.06,862
kitfort,appliances,juicer,131.28,37.83,207.3,34.58,70
kitfort,appliances,kettle,81.39,24.76,175.56,57.29,298
kitfort,appliances,meat_grinder,108.67,59.68,151.75,13.94,65
kitfort,appliances,mixer,168.63,70.79,276.21,50.89,1061
kitfort,appliances,scales,20.0,20.0,20.0,,1
kitfort,appliances,steam_cleaner,114.56,24.76,191.43,51.42,358
kitfort,appliances,steam_cooker,69.37,69.37,69.37,0.0,6
kitfort,appliances,toster,63.21,39.05,72.38,14.23,43
kitfort,appliances,vacuum,145.4,41.05,332.87,98.43,124
kitfort,construction,generator,145.4,145.4,145.4,0.0,5
kivi,electronics,tv,284.67,149.02,494.92,107.52,38
kodak,computers,scanner,1364.51,419.41,2189.98,872.35,10
kodak,stationery,battery,10.62,10.62,10.62,0.0,5
konoos,computers,mouse,32.9,32.9,32.9,,1
koogeek,appliances,scales,70.27,70.27,70.27,,1
koowheel,kids,skates,399.33,214.46,432.44,78.74,79
koss,computers,desktop,52.49,36.11,56.08,6.09,10
koss,electronics,headphone,55.2,12.3,206.27,42.26,73
kraft,construction,pump,21.21,21.21,21.21,0.0,3
kraft,construction,wrench,71.85,63.21,75.3,5.9,7
kraftmark,electronics,tablet,35.98,27.32,43.19,8.29,11
kraftool,accessories,bag,27.65,27.65,27.65,0.0,6
kraftool,construction,screw,31.21,9.75,34.79,9.46,7
krez,electronics,clocks,59.29,37.14,83.89,12.32,40
kromax,appliances,sewing_machine,59.17,59.17,59.17,0.0,14
kromax,computers,monitor,53.84,42.17,123.35,16.65,139
kromax,electronics,projector,28.38,14.73,41.11,7.28,62
krups,appliances,coffee_machine,622.61,88.25,1692.87,344.39,61
ks-is,computers,network_adapter,15.94,15.94,15.94,,1
ks-is,computers,wifi,13.78,13.78,13.78,,1
ks-is,electronics,acoustic,22.56,21.06,27.05,3.0,4
kutis,electronics,telephone,11.11,11.11,11.11,0.0,24
kw-trio,stationery,stapler,15.5,11.44,16.86,2.71,4
kyocera,computers,printer,439.91,22.24,2000.65,406.21,1362
kyocera,stationery,cartrige,88.37,12.03,429.24,60.28,238
lacie,computers,hdd,196.41,99.75,1063.78,194.76,23
laut,accessories,bag,30.09,29.84,35.62,1.21,23
laut,electronics,tablet,33.11,31.17,34.57,1.82,7
laut,electronics,telephone,25.58,13.79,35.67,4.18,18
ldnio,computers,network_adapter,16.51,13.02,18.25,3.02,3
ldnio,electronics,acoustic,24.92,24.92,24.92,0.0,28
leeco,electronics,telephone,107.08,104.13,199.37,9.79,645
lenovo,accessories,bag,78.9,22.29,125.79,40.91,30
lenovo,computers,cdrw,53.43,53.43,53.43,,1
lenovo,computers,cooler,35.52,8.03,63.0,38.87,2
lenovo,computers,hdd,445.92,339.43,575.59,102.82,9
lenovo,computers,keyboard,55.16,55.16,55.16,0.0,5
lenovo,computers,monitor,261.7,117.25,483.52,99.63,43
lenovo,computers,mouse,44.6,16.97,84.59,14.79,21
lenovo,computers,network_adapter,309.15,31.68,586.62,392.4,2
lenovo,computers,notebook,61.84,10.03,462.27,98.89,228
lenovo,electronics,tablet,204.77,7.21,1708.32,192.49,635
lenovo,electronics,telephone,17.57,3.46,36.11,8.62,134
leomax,country_yard,watering,15.05,15.05,15.05,,1
leonord,appliances,kettle,24.84,24.84,24.84,,1
lexand,electronics,clocks,18.11,18.11,18.11,,1
lexand,electronics,tablet,74.44,74.44,74.44,0.0,9
lexar,computers,hdd,47.97,24.65,181.92,29.83,50
lexmark,computers,printer,290.57,59.62,1010.13,182.12,115
lexmark,stationery,cartrige,125.08,37.52,700.7,107.82,1853
lg,appliances,microwave,110.04,90.49,177.62,34.01,11
lg,appliances,vacuum,125.3,77.56,230.3,44.16,97
lg,computers,cdrw,46.23,16.73,92.48,25.44,107
lg,computers,monitor,933.66,95.84,64771.06,5407.28,565
lg,electronics,acoustic,426.24,197.49,894.37,275.57,287
lg,electronics,headphone,31.11,31.11,31.11,0.0,16
lg,electronics,projector,2093.95,628.51,2810.19,824.89,38
lg,electronics,telephone,23.75,3.02,58.4,13.74,178
lg,electronics,tv,630.8,143.94,13627.02,840.32,3850
lighthouse,construction,light,26.74,24.98,35.56,4.32,6
linkworld,computers,power_supply,27.78,18.57,35.05,3.21,23
lite-on,computers,cdrw,23.7,18.73,31.32,3.63,79
lite-on,computers,hdd,33.34,29.24,49.76,9.18,5
logitech,computers,camera,74.46,23.68,2657.3,149.82,2689
logitech,computers,desktop,103.46,25.97,274.76,93.6,41
logitech,computers,joystick,250.8,33.41,406.43,123.37,1358
logitech,computers,keyboard,97.32,15.4,320.76,71.64,135
logitech,computers,mouse,64.21,12.87,159.79,33.58,342
logitech,electronics,acoustic,188.32,23.9,527.68,203.83,182
logitech,electronics,microphone,287.03,287.03,287.03,0.0,3
logitech,electronics,tv_remote,220.57,220.57,220.57,0.0,5
lomond,stationery,cartrige,9.13,8.35,12.27,1.39,19
lomond,stationery,paper,24.26,5.98,156.83,25.06,1018
lucia,construction,light,48.71,16.1,78.6,19.37,111
lukey,construction,soldering,74.98,11.9,100.32,17.08,453
luminarte,construction,light,92.92,92.92,92.92,0.0,13
lunatik,electronics,telephone,26.83,26.83,26.83,0.0,32
luphie,electronics,telephone,14.29,14.29,14.29,0.0,11
lyambda,electronics,telephone,48.6,36.22,55.65,6.39,15
macuus,electronics,telephone,15.08,15.08,15.08,,1
magistr,computers,joystick,14.02,12.92,15.89,1.46,35
magnit,appliances,air_heater,35.33,28.62,38.68,5.19,6
magnit,appliances,blender,28.54,28.54,28.54,0.0,2
magnit,appliances,fan,19.97,18.63,20.19,0.59,7
magnit,appliances,fryer,27.76,27.76,27.76,0.0,18
magnit,appliances,hair_cutter,15.48,15.48,15.48,,1
magnit,appliances,iron,22.48,18.92,28.43,3.81,5
magnit,appliances,juicer,27.78,27.78,27.78,0.0,28
magnit,appliances,kettle,18.66,14.84,22.81,3.52,7
magnit,appliances,meat_grinder,49.34,48.0,54.71,3.0,5
magnit,appliances,mixer,21.52,21.52,21.52,0.0,4
